"Recipient Company","Parent Company","Award Date","Award Type","Grant Amount","Face Loan Amount","Contract Amount","Awarding Agency","Program Name","Award Details","Data Source for Award","Facility Name","Facility State","Facility City","Facility Street Address","Facility Zip Code","Facility Congressional District","Facility NAICS Code","PPP Lender","Jobs Reported at Time of Application","Notes","Ownership Structure","Stock Ticker Symbol","Parent Headquarters State","Parent Headquarters Country","Parent Sector","Parent Industry","Parent Total Workforce at end of 2019","Parent Latest Workforce Size","Parent Employment-related Penalties Since 2010","Parent Federal Corporate Income Tax Rate","Parent Total Federal, State, and Local Subsidies Since 2010","Parent Government-contracting-related Penalties Since 2010","Parent Environmental / Healthcare / Safety Penalties Since 2010","Parent Consumer Protection / Financial / Competition-related Penaties Since 2010","Parent Ratio of CEO Pay to that of Median Worker","CEO Pay","Median Worker Pay","Parent TARP Loans Received During Financial Crisis","Employment Issues","Tax/Subsidy Issues","Government Contracting Issues","Environment/Safety Issues","Consumer Protection Issues","CEO Compensation Issues","POGO Link","Just Capital Link","Follow The Money Link","Violation Tracker Link","Subsidy Tracker Link"
"East Stroudsburg University of Pennsylvania","Pennsylvania State System of Higher Education","20210514","grant","$8,985,716","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Pennsylvania","","","","","","","0","OPEID: 332000","non-profit","","Pennsylvania","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Millersville University of Pennsylvania","Pennsylvania State System of Higher Education","20210514","grant","$7,870,697","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Pennsylvania","","","","","","","0","OPEID: 332500","non-profit","","Pennsylvania","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Shippensburg University of Pennsylvania","Pennsylvania State System of Higher Education","20210514","grant","$7,456,853","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Pennsylvania","","","","","","","0","OPEID: 332600","non-profit","","Pennsylvania","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"California University of Pennsylvania","Pennsylvania State System of Higher Education","20210514","grant","$6,308,341","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Pennsylvania","","","","","","","0","OPEID: 331600","non-profit","","Pennsylvania","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Edinboro University of Pennsylvania","Pennsylvania State System of Higher Education","20210514","grant","$5,649,132","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Pennsylvania","","","","","","","0","OPEID: 332100","non-profit","","Pennsylvania","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Clarion University of Pennsylvania","Pennsylvania State System of Higher Education","20210514","grant","$4,624,749","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Pennsylvania","","","","","","","0","OPEID: 331800","non-profit","","Pennsylvania","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Lock Haven University of Pennsylvania","Pennsylvania State System of Higher Education","20210514","grant","$4,482,729","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Pennsylvania","","","","","","","0","OPEID: 332300","non-profit","","Pennsylvania","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Mansfield University of Pennsylvania","Pennsylvania State System of Higher Education","20210514","grant","$2,606,743","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Pennsylvania","","","","","","","0","OPEID: 332400","non-profit","","Pennsylvania","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Pennsylvania State University (The)","Pennsylvania State University","20210113","grant","$57,470,251","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Pennsylvania","University Park","","","","","","0","","non-profit","","Pennsylvania","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Pennsylvania State University (The)","Pennsylvania State University","20210514","grant","$73,814,576","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Pennsylvania","University Park","","","","","","0","OPEID: 332900","non-profit","","Pennsylvania","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"University Park","Pennsylvania State University","20210224","grant","$1,893,573","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: UNV","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","Pennsylvania","State College","","","","","","0","","non-profit","","Pennsylvania","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"PENTASTAR AVIATION CHARTER INC.","Pentastar Aviation Charter Inc.","20210428","grant","$440,692","$0","$0","Treasury Department","Payroll Support Program","3rd Round Payment (PSP III)","https://home.treasury.gov/policy-issues/coronavirus/assistance-for-american-industry/payroll-support-program/psp3","","Michigan","WATERFORD","","","","","","0","","privately held","","Michigan","USA","airlines","passenger carriers","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Philadelphia International","Philadelphia Department of Commerce, Division of Aviation","20210224","grant","$28,857,469","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: PHL","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","Pennsylvania","Philadelphia","","","","","","0","","government-owned","","Pennsylvania","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Phoenix Sky Harbor International","Phoenix Airport System","20210224","grant","$38,638,382","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: PHX","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","Arizona","Phoenix","","","","","","0","","government-owned","","Arizona","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Phoenix-Mesa Gateway","Phoenix Mesa Gateway Airport Authority","20210224","grant","$4,364,861","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: IWA","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","Arizona","Phoenix","","","","","","0","","government-owned","","Arizona","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Piedmont College","Piedmont College","20210113","grant","$1,989,102","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Georgia","","","","","","","0","","non-profit","","Georgia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"Piedmont College","Piedmont College","20210514","grant","$2,513,256","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Georgia","","","","","","","0","OPEID: 158800","non-profit","","Georgia","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"Piedmont Triad International","Piedmont Triad Airport Authority","20210224","grant","$5,020,067","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: GSO","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","North Carolina","Greensboro","","","","","","0","","government-owned","","North Carolina","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Pinellas Technical College - Clearwater Campus","Pinellas Technical College","20210113","grant","$926,881","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Florida","","","","","","","0","","non-profit","","Florida","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"Pinellas Technical College - St. Petersburg Campus","Pinellas Technical College","20210113","grant","$1,225,668","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Florida","","","","","","","0","","non-profit","","Florida","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"Pinellas Technical College-St. Petersburg Campus","Pinellas Technical College","20210514","grant","$1,191,457","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Florida","","","","","","","0","OPEID: 2115300","non-profit","","Florida","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"Pinellas Technical College-Clearwater Campus","Pinellas Technical College","20210514","grant","$896,931","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Florida","","","","","","","0","OPEID: 560500","non-profit","","Florida","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"PINNACLE AIR CHARTER LLC","Pinnacle Air Charter LLC","20210507","grant","$1,090,598","$0","$0","Treasury Department","Payroll Support Program","2nd Round Payment (PSP II)","https://home.treasury.gov/policy-issues/coronavirus/assisting-american-industry/payroll-support-program-extension-payments","","Arizona","SCOTTSDALE","","","","","","0","","privately held","","Arizona","USA","airlines","passenger air carriers","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"PIONEER BUSINESS SERVICES LLC","Pioneer Business Services LLC","20210427","grant","$718,815","$0","$0","Treasury Department","Payroll Support Program","3rd Round Payment (PSP III)","https://home.treasury.gov/policy-issues/coronavirus/assistance-for-american-industry/payroll-support-program/psp3","","New York","NEWBURGH","","","","","","0","","privately held","","New York","USA","airlines","air passenger carriers","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"PM AIR LLC","PM Air LLC","20210427","grant","$200,258","$0","$0","Treasury Department","Payroll Support Program","3rd Round Payment (PSP III)","https://home.treasury.gov/policy-issues/coronavirus/assistance-for-american-industry/payroll-support-program/psp3","","Alaska","KETCHIKAN","","","","","","0","","privately held","","Alaska","USA","airlines","passenger air carriers","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"John F Kennedy International","Port Authority of New York and New Jersey","20210224","grant","$52,335,466","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: JFK","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","New York","New York","","","","","","0","","government-owned","","New York","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Newark Liberty International","Port Authority of New York and New Jersey","20210224","grant","$40,053,892","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: EWR","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","New Jersey","Newark","","","","","","0","","government-owned","","New York","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Laguardia","Port Authority of New York and New Jersey","20210224","grant","$26,949,953","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: LGA","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","New York","New York","","","","","","0","","government-owned","","New York","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"New York Stewart International","Port Authority of New York and New Jersey","20210224","grant","$2,410,236","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: SWF","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","New York","New York","","","","","","0","","government-owned","","New York","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Friday Harbor","Port of Friday Harbor","20210224","grant","$1,007,521","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: FHR","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","Washington","Friday Harbor","","","","","","0","","government-owned","","Washington","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"Tri-Cities","Port of Pasco","20210224","grant","$3,300,290","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: PSC","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","Washington","Pasco","","","","","","0","","government-owned","","Washington","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"Portland International","Port of Portland","20210224","grant","$18,938,836","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: PDX","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","Oregon","Portland","","","","","","0","","government-owned","","Oregon","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"Seattle-Tacoma International","Port of Seattle","20210224","grant","$42,720,105","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: SEA","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","Washington","Seattle","","","","","","0","","government-owned","","Washington","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Walla Walla Regional","Port of Walla Walla","20210224","grant","$1,027,263","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: ALW","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","Washington","Walla Walla","","","","","","0","","government-owned","","Washington","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"Portland Community College","Portland Community College","20210113","grant","$23,518,273","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Oregon","Portland","","","","","","0","","non-profit","","Oregon","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Portland Community College","Portland Community College","20210514","grant","$26,505,903","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Oregon","Portland","","","","","","0","OPEID: 321300","non-profit","","Oregon","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Portland State University","Portland State University","20210113","grant","$22,419,901","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","Oregon","Portland","","","","","","0","","non-profit","","Oregon","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Portland State University","Portland State University","20210514","grant","$26,714,861","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","Oregon","Portland","","","","","","0","OPEID: 321600","non-profit","","Oregon","USA","miscellaneous services","university","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Pangborn Memorial","Ports of Chelan and Douglas Counties","20210224","grant","$1,035,792","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: EAT","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","Washington","Wenatchee","","","","","","0","","government-owned","","Washington","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"PRECISION AVIATION INC.","Precision Aviation Inc.","20210428","grant","$59,900","$0","$0","Treasury Department","Payroll Support Program","3rd Round Payment (PSP III)","https://home.treasury.gov/policy-issues/coronavirus/assistance-for-american-industry/payroll-support-program/psp3","","Idaho","KIMBERLY","","","","","","0","","privately held","","Idaho","USA","airlines","passenger carriers","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"PRECISION LLC","Precision LLC","20210423","grant","$930,277","$0","$0","Treasury Department","Payroll Support Program","3rd Round Payment (PSP III)","https://home.treasury.gov/policy-issues/coronavirus/assistance-for-american-industry/payroll-support-program/psp3","","Oregon","MCMINNVILLE","","","","","","0","","privately held","","Oregon","USA","airlines","passenger carriers","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"PRIME HEALTHCARE HOLDINGS, INC","Prime Healthcare Holdings","20210818","grant","$3,668,815","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","California","ONTARIO","","","","","","0","","privately held","","California","USA","healthcare services","hospitals","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","","","","","",""
"PRIME JET US LLC","Prime Jet Us LLC","20210422","grant","$1,398,625","$0","$0","Treasury Department","Payroll Support Program","3rd Round Payment (PSP III)","https://home.treasury.gov/policy-issues/coronavirus/assistance-for-american-industry/payroll-support-program/psp3","","Colorado","ENGLEWOOD","","","","","","0","","privately held","","Colorado","USA","airlines","passenger carriers","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"PRIMEFLIGHT AVIATION SERVICES INC.","Carlyle Group","20210512","grant","$26,347,337","$0","$0","Treasury Department","Payroll Support Program","3rd Round Payment (PSP III)","https://home.treasury.gov/policy-issues/coronavirus/assistance-for-american-industry/payroll-support-program/psp3","","Texas","SUGAR LAND","","","","","","0","","publicly traded","CG","District of Columbia","USA","private equity (including portfolio companies)","private equity (including portfolio companies)","1,775","0","$10,487,631","","$20,310,392","$0","$787,689","$2,100,000","","$16,053,580","$0","$0","yes","no","no","no","yes","yes","","","","carlyle-group","carlyle-group"
"Princeton University","Princeton University","20210113","grant","$5,564,403","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","2nd Round Payment (HEERF II). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/314a1allocationtableheerfii.pdf","","New Jersey","Princeton","","","","","","0","","non-profit","","New Jersey","USA","miscellaneous services","university","0","0","$925,000","","$0","$0","$0","$54,000","","$0","$0","$0","no","no","no","no","no","no","","","","princeton-university",""
"Princeton University","Princeton University","20210514","grant","$6,116,078","$0","$0","Education Department","Higher Education Emergency Relief Fund ($500,000 and up)","3rd Round Payment (HEERF III). Amount is the maximum portion of the school's allocation that can be used for institutional costs.","https://www2.ed.gov/about/offices/list/ope/arpa1allocationtable.pdf","","New Jersey","Princeton","","","","","","0","OPEID: 262700","non-profit","","New Jersey","USA","miscellaneous services","university","0","0","$925,000","","$0","$0","$0","$54,000","","$0","$0","$0","no","no","no","no","no","no","","","","princeton-university",""
"PRO AIRWAYS LLC.","Pro Airways LLC","20210423","grant","$365,969","$0","$0","Treasury Department","Payroll Support Program","3rd Round Payment (PSP III)","https://home.treasury.gov/policy-issues/coronavirus/assistance-for-american-industry/payroll-support-program/psp3","","Massachusetts","PLYMOUTH","","","","","","0","","privately held","","Massachusetts","USA","airlines","passenger air carriers","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"PROSEGUR SERVICES GROUP INC.","Prosegur Services Group Inc","20210422","grant","$9,866,032","$0","$0","Treasury Department","Payroll Support Program","3rd Round Payment (PSP III)","https://home.treasury.gov/policy-issues/coronavirus/assistance-for-american-industry/payroll-support-program/psp3","","Virginia","HERNDON","","","","","","0","","privately held","","Virginia","USA","business services","aviation service providers","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"PROVIDENCE HEALTH & SERVICES-OREGON","Providence St. Joseph Health","20210818","grant","$574,457","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Oregon","PORTLAND","","","","","","0","","non-profit","","Washington","USA","healthcare services","hospitals","0","0","$354,273,527","","$0","$5,600,000","$207,668","$3,719,500","","$0","$0","$0","yes","no","yes","no","yes","no","","","","providence-st-joseph-health",""
"SWEDISH MEDICAL CENTER CHERRY HILL","Providence St. Joseph Health","20210818","grant","$38,952,187","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Washington","RENTON","","","","","","0","","non-profit","","Washington","USA","healthcare services","hospitals","0","0","$354,273,527","","$0","$5,600,000","$207,668","$3,719,500","","$0","$0","$0","yes","no","yes","no","yes","no","","","","providence-st-joseph-health",""
"PRUITTHEALTH - GRIFFIN LLC","Pruitthealth","20210818","grant","$503,426","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Georgia","NORCROSS","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$54,281","","$0","$0","$2,123,034","$0","","$0","$0","$0","no","no","no","yes","no","no","","","","pruitthealth",""
"PRUITTHEALTH FORSYTH LLC","Pruitthealth","20210818","grant","$516,450","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Georgia","NORCROSS","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$54,281","","$0","$0","$2,123,034","$0","","$0","$0","$0","no","no","no","yes","no","no","","","","pruitthealth",""
"PRUITTHEALTH-FARMVILLE LLC","Pruitthealth","20210818","grant","$554,753","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Georgia","NORCROSS","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$54,281","","$0","$0","$2,123,034","$0","","$0","$0","$0","no","no","no","yes","no","no","","","","pruitthealth",""
"PRUITTHEALTH-TOOMSBORO LLC","Pruitthealth","20210818","grant","$555,913","$0","$0","Health and Human Services Department","Provider Relief Fund - General Distribution ($500,00 and up)","","https://data.cdc.gov/Administrative/HHS-Provider-Relief-Fund/kh8y-3es6","","Georgia","NORCROSS","","","","","","0","","privately held","","Georgia","USA","healthcare services","nursing homes","0","0","$54,281","","$0","$0","$2,123,034","$0","","$0","$0","$0","no","no","no","yes","no","no","","","","pruitthealth",""
"Luis Munoz Marin International","Puerto Rico Ports Authority","20210224","grant","$10,577,768","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: SJU","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","Puerto Rico","San Juan","","","","","","0","","government-owned","","Puerto Rico","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"Rafael Hernandez","Puerto Rico Ports Authority","20210224","grant","$3,088,133","$0","$0","Federal Aviation Administration","Airport Grant Program ($500,000 and up)","2nd Round Payment (CRRSA). Airport Code: BQN","https://www.faa.gov/airports/crrsaa/media/ACRGP-Allocations-20210219.pdf","","Puerto Rico","Aguadilla","","","","","","0","","government-owned","","Puerto Rico","USA","miscellaneous services","airports","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
