"Recipient Company","Parent Company","Award Date","Award Type","Grant Amount","Face Loan Amount","Contract Amount","Awarding Agency","Program Name","Award Details","Data Source for Award","Facility Name","Facility State","Facility City","Facility Street Address","Facility Zip Code","Facility Congressional District","Facility NAICS Code","PPP Lender","Jobs Reported at Time of Application","Notes","Ownership Structure","Stock Ticker Symbol","Parent Headquarters State","Parent Headquarters Country","Parent Sector","Parent Industry","Parent Total Workforce at end of 2019","Parent Latest Workforce Size","Parent Employment-related Penalties Since 2010","Parent Federal Corporate Income Tax Rate","Parent Total Federal, State, and Local Subsidies Since 2010","Parent Government-contracting-related Penalties Since 2010","Parent Environmental / Healthcare / Safety Penalties Since 2010","Parent Consumer Protection / Financial / Competition-related Penaties Since 2010","Parent Ratio of CEO Pay to that of Median Worker","CEO Pay","Median Worker Pay","Parent TARP Loans Received During Financial Crisis","Employment Issues","Tax/Subsidy Issues","Government Contracting Issues","Environment/Safety Issues","Consumer Protection Issues","CEO Compensation Issues","POGO Link","Just Capital Link","Follow The Money Link","Violation Tracker Link","Subsidy Tracker Link"
"BLVD BUILDERS, LLC","","20200428","loan","$0","$270,775","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Colorado","DENVER","600 Grant Street","80203","CO-01","236116","FirsTier Bank","17","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLVD MB LLC","","20200501","loan","$0","$150,000","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","MANHATTAN BEACH","320 MANHATTAN BEACH BLVD","90266","CA-33","999990","Bank of America, National Association","4","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLVD MOVING","","20200501","loan","$0","$187,500","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","PALMDALE","37541 ROBIN LN","93550","CA-27","","Bank of America, National Association","40","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLVD RESIDENTIAL","","20200428","loan","$0","$1,923,140","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","MENLO PARK","4080 CAMPBELL AVE","94025","CA-18","531311","Banc of California, National Association","0","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLVD. BODY SHOP, INC.","","20200414","loan","$0","$175,702","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","REDDING","1045 HARTNELL AVE","96002","CA-01","811121","Merchants Bank of Commerce","14","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLW ENGINEERS INC","","20200403","loan","$0","$1,035,900","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Massachusetts","LITTLETON","311 Great Road","01460","MA-03","541330","Enterprise Bank and Trust Company","0","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLW INC","","20200405","loan","$0","$154,700","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Mississippi","BRANDON","1210 W GOVERNMENT ST","39042","MS-03","999990","Renasant Bank","34","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLW PLACE AND FINISH, LLC","","20200409","loan","$0","$1,760,800","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Texas","BALCH SPRINGS","5214 BUFORD JETT LN","75180","TX-05","238110","Frost Bank","253","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLX, INC.","","20200404","loan","$0","$424,800","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Iowa","CEDAR RAPIDS","118 3rd Ave SE Ste 430","52401","IA-01","484121","Cedar Rapids Bank and Trust Company","24","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYCO GLASS COMPANY OF SC, LLC","","20200407","loan","$0","$176,825","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","South Carolina","COLUMBIA","5506 TWO NOTCH RD","29223","SC-02","327215","Security Federal Bank","19","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYCO REALTY","","20200429","loan","$0","$151,177","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","BURBANK","1624 W OLIVE AVE STE A","91506","CA-28","531312","City National Bank","22","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYGOLD FLORIDA INC.","","20200430","loan","$0","$169,158","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Florida","POMPANO BEACH","3000 SW 10TH ST","33069","FL-22","238220","Bank of America, National Association","17","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYNCO MANUFACTURING &AMP; DISTRIBUTING INC","","20200501","loan","$0","$280,004","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Nevada","LAS VEGAS","6530 HINSON ST","89118","NV-03","337920","Bank of America, National Association","31","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"B-LYNK INC","","20200405","loan","$0","$274,500","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Florida","TAMPA","309 S. Willow Avenue","33606","FL-14","541511","First Citrus Bank","20","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYSTONE & BAILEY, CPAS PC","","20200409","loan","$0","$250,982","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Michigan","MOUNT PLEASANT","619 S Mission St","48858","MI-04","541219","Mercantile Bank of Michigan","30","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYTH AND ASSOCIATES, INC","","20200415","loan","$0","$189,000","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Illinois","CHICAGO","3808 N. Central Ave.","60634","IL-05","523999","Citibank, N.A.","14","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYTH FUNERAL HOME CORP.","","20200415","loan","$0","$150,300","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","South Carolina","GREENWOOD","1425 Montague Ave","29649","SC-03","812210","Countybank","18","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYTH TEMPLETON ACADEMY LLC","","20200501","loan","$0","$259,039","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","District of Columbia","WASHINGTON","921 PENNSYLVANIA AVE SE","20003","DC-","611110","Bank of America, National Association","43","Religious Affiliation: Nonsectarian; Enrollment: 42","private school","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYTHE CPAS, PLLC","","20200408","loan","$0","$259,497","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Kentucky","PADUCAH","2660 West PARK DR","42001","KY-01","541211","Independence Bank of Kentucky","20","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYTHE GROUP + CO","","20200404","loan","$0","$193,400","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Colorado","GRAND JUNCTION","622 ROOD AVE","81501","CO-03","541310","Timberline Bank","11","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYTHE HOLDINGS INC","","20200428","loan","$0","$170,000","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Alabama","Moody","3013 Buttercup Circle","35004","AL-03","812111","Regions Bank","0","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYTHE MECHANICAL INC","","20200410","loan","$0","$2,555,556","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Washington","BELLINGHAM","2201 HUMBOLDT ST","98225","WA-02","238220","Washington Federal Bank, National Association","91","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYTHE PLUMBING LLC","","20200430","loan","$0","$182,785","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Texas","CASTROVILLE","2780 FM 471 N","78009","TX-23","236116","Cross River Bank","16","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYTHE POST ACUTE LLC","","20200514","loan","$0","$471,200","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","BLYTHE","285 W Chanslor Way","92225","CA-36","623110","Sunwest Bank","69","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYTHE/WINDSOR COUNTRY PARK HEALTHCARE CENTER, LLC","","20200623","loan","$0","$1,710,568","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","WEST HOLLYWOOD","9200 SUNSET BLVD","90069","CA-28","623110","Banc of California, National Association","0","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYTHECO","","20200428","loan","$0","$1,736,515","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","LAGUNA HILLS","23161 Mill Creek Dr Ste 200","92653","CA-45","541512","Bank of America, National Association","92","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYTHEFIELD COUNTRY CLUB","","20200507","loan","$0","$439,440","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Michigan","BELMONT","5801 Northland Dr NE","49306","MI-03","713910","TCF National Bank","193","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYTHEFIELD HILLS BAPTIST CHURCH","","20200427","loan","$0","$410,000","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Michigan","Rockford","6727 Kuttshill DR NE","49341","MI-03","813110","Grand River Bank","44","","non-profit","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYTHE'S ATHLETICS INC.","","20200410","loan","$0","$193,302","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Indiana","VALPARAISO","2810 Calumet Avenue","46383","IN-01","451110","1st Source Bank","32","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYTHEVILLE SHEET METAL","","20200414","loan","$0","$152,600","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Arkansas","BLYTHEVILLE","300 N LOCKARD ST","72315","AR-01","332322","Southern Bancorp Bank","0","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYTHEWOOD LANDSCAPE MANAGEMENT","","20200415","loan","$0","$265,182","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Maryland","Upper Marlboro","4110 Melwood Road","20772","MD-04","561730","Manufacturers and Traders Trust Company","50","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYTHEWOOD OIL CO. INC.","","20200413","loan","$0","$607,000","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","South Carolina","BLYTHEWOOD","81241 Winnsboro Road","29016","SC-02","424720","First-Citizens Bank & Trust Company","83","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYTON GUTTERS & SHEET METAL LLC","","20200405","loan","$0","$152,100","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Washington","TACOMA","10737 A Street S","98444","WA-10","332322","Timberland Bank","13","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLYTZ, LLC","","20200415","loan","$0","$460,000","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Utah","DRAPER","13937 South Sprague Lane #150","84020","UT-03","551114","Zions Bank, A Division of","17","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BLZ HOLDINGS, LLC DBA CLOSET ORGANIZING SYSTEMS","","20200411","loan","$0","$192,279","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Illinois","Bartlett","8n450 Tameling Court, Unit C","60103","IL-06","337122","JPMorgan Chase Bank, National Association","22","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BM & M ENTERPRISES, INC.","","20200428","loan","$0","$191,142","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Kentucky","LOUISVILLE","3900 CANE RUN RD","40211","KY-03","442110","Liberty Bank and Trust Company","17","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BM ADMINISTRATIVE SERVICES","","20200430","loan","$0","$789,046","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Washington","YAKIMA","370 Breaum Rd","98908","WA-04","115116","Banner Bank","151","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BM CAR WASH INC.","","20200427","loan","$0","$260,100","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","WOODLAND HILLS","22517 VENTURA BLVD","91364","CA-30","811192","Bank of Hope","46","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BM CONSULTING SERVICES INC","","20200501","loan","$0","$558,857","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Pennsylvania","Philadelphia","1717 Fairmount Ave","19130","PA-03","238990","TD Bank, National Association","56","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BM ELITE GROUP, LLC","","20200414","loan","$0","$220,000","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","District of Columbia","WASHINGTON","519 C ST NE","20002","DC-","236118","Northwest FCU","27","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BM HOTELS, LLC","","20200501","loan","$0","$150,295","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Louisiana","NEW ORLEANS","701 POYDRAS STE. 4100","70139","LA-02","721110","Hancock Whitney Bank","28","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BM INDUSTRIES INC","","20200427","loan","$0","$270,150","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Washington","Shoreline","14720 Aurora Ave N","98133","WA-07","561720","Seattle Bank","37","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BM LABOR COUNTRY INC.","","20200501","loan","$0","$789,585","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","FILLMORE","1137 ORIOLE","93015","CA-26","561311","MUFG Union Bank, National Association","141","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BM LANDSCAPE & MAINTENANCE INC","","20200603","loan","$0","$155,466","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","SAN MARCOS","1366 CORTE LIRA","92069","CA-50","561730","Bank of America, National Association","25","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BM LEWIS INC.","","20200415","loan","$0","$300,000","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Washington","SEATTLE","4453 Aurora Ave N","98103","WA-07","561710","Banner Bank","0","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BM OF CHICAGO RIDGE LLC","","20200428","loan","$0","$1,015,955","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Illinois","Chicago Ridge","10602 Southwest Hwy","60415","IL-03","623110","Parkway Bank and Trust Company","130","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BM REAL ESTATE SERVICES, INC.","","20200415","loan","$0","$2,545,887","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","CALABASAS","5016 PARKWAY CALABASAS","91302","CA-33","531210","Pacific Western Bank","207","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BM REHAB & NURSING CENTER","","20200427","loan","$0","$655,459","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Pennsylvania","GLEN MILLS","549 BALTIMORE PIKE","19342","PA-05","623110","CFG Community Bank","79","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BM TRANSPORT, INC.","","20200409","loan","$0","$155,400","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Minnesota","FRAZEE","30358 US HWY 10","56544","MN-07","484110","First Home Bank","24","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BM VACUUM INC","","20200428","loan","$0","$491,556","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Texas","ANDREWS","2164 NE 211","79714","TX-11","213112","American Momentum Bank","39","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BM WEMPLE POOLS INC","","20200415","loan","$0","$364,100","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Florida","Oviedo","3028 Kananwood Ct Ste 1016,","32765","FL-07","238990","Regions Bank","37","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BM&K, P.C.","","20200412","loan","$0","$560,150","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Georgia","JEFFERSON","2806 ROLLER MILL DR","30549","GA-09","541330","Newton Federal Bank","40","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BM&M, LLC","","20200413","loan","$0","$542,800","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Georgia","MACON","4500 Riverside Drive","31210","GA-08","441110","Truist Bank d/b/a Branch Banking & Trust Co","43","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BM2 FREIGHT SERVICES, INC.","","20200407","loan","$0","$852,937","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Kentucky","COVINGTON","50 E RIVERCENTER BLVD., STE 525","41011","KY-04","488510","CBank","49","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BM5, INC","","20200415","loan","$0","$290,532","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","SAN JOSE","5187 HARWOOD RD","95124","CA-18","722513","CBW Bank","50","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BMA LLC","","20200412","loan","$0","$177,550","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","South Carolina","Columbia","3143 Forest Dr","29204","SC-02","999990","Cross River Bank","24","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BMA RENTAL LLC","","20200415","loan","$0","$431,500","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","New Mexico","LOVINGTON","11 RODEO LN","88260","NM-02","532490","Lea County State Bank","28","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BMA USA INC.","","20200406","loan","$0","$158,500","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","VAN NUYS","7923 GLORIA AVE","91406","CA-30","424490","City National Bank","18","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BMA, PC DBA BMA ARCHITECTURAL GROUP","","20200615","loan","$0","$169,800","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","New Hampshire","AMHERST","12 MIDDLE ST","03031","NH-02","541310","Citizens Bank, National Association","0","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"B-MAC CONSTRUCTION LLC DBA BD CONTRACTING","","20200501","loan","$0","$194,127","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Indiana","INDIANAPOLIS","3620 DEVELOPERS RD","46227","IN-07","238210","JPMorgan Chase Bank, National Association","16","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BMADDOX ENTERPRISES, LLC","","20200403","loan","$0","$412,800","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","South Dakota","SIOUX FALLS","LOUISE AVE","57108","SD-","423910","First Dakota National Bank","16","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BMAG LUXURY 1, LLC","","20200413","loan","$0","$802,600","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Oklahoma","OKLAHOMA CITY","13010 N. Broadway Ext.","73114","OK-05","441110","Blue Sky Bank","31","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BMAG LUXURY 2, LLC","","20200413","loan","$0","$359,200","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Oklahoma","OKLAHOMA CITY","12910 N. Broadway Ext.","73114","OK-05","441110","Blue Sky Bank","15","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BMAG MANAGEMENT COMPANY, LLC","","20200413","loan","$0","$1,407,900","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Oklahoma","OKLAHOMA CITY","700 N.W. 5th St.","73102","OK-05","441110","Blue Sky Bank","47","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BMAG TEXAS 1, LLC","","20200413","loan","$0","$371,100","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Texas","MIDLAND","3917 W. Wall St.","79703","TX-11","441110","Blue Sky Bank","18","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BMAK","","20200430","loan","$0","$173,137","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","Ventura","1839 Knoll Dr","93003","CA-26","541990","WebBank","13","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BMAKK CORPORATION","","20200413","loan","$0","$248,081","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Nebraska","OMAHA","1440 READ ST","68112","NE-02","562111","Security National Bank of Omaha","30","","privately held","","","","","","0","0","$0","","$0","$0","$21,850","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"B-MAN'S RESTAURANT, INC.","","20200413","loan","$0","$166,300","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","California","PASADENA","3007 HUNTINGTON DRIVE, SUITE 102","91107","CA-27","722513","Centerstone SBA Lending, Inc.","39","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
"BMAX USA LLC","","20200501","loan","$0","$180,940","$0","Small Business Administration","Paycheck Protection Program ($150,000 and up)","","https://data.sba.gov/dataset/ppp-foia","","Michigan","Pontiac","777 Enterprise Dr Ste 100","48341","MI-11","333517","JPMorgan Chase Bank, National Association","9","","privately held","","","","","","0","0","$0","","$0","$0","$0","$0","","$0","$0","$0","no","no","no","no","no","no","","","","",""
